date,cases,deaths,recovered,daily_cases,daily_deaths,daily_recovered
2022-08-03,6222788,157046,0,6167.0,18.0,0.0
2022-08-04,6229315,157060,0,6527.0,14.0,0.0
2022-08-05,6235244,157072,0,5929.0,12.0,0.0
2022-08-06,6240699,157082,0,5455.0,10.0,0.0
2022-08-07,6244978,157095,0,4279.0,13.0,0.0
2022-08-08,6249403,157113,0,4425.0,18.0,0.0
2022-08-09,6255679,157131,0,6276.0,18.0,0.0
2022-08-10,6261605,157149,0,5926.0,18.0,0.0
2022-08-11,6267137,157171,0,5532.0,22.0,0.0
2022-08-12,6273228,157189,0,6091.0,18.0,0.0
2022-08-13,6278332,157208,0,5104.0,19.0,0.0
2022-08-14,6282774,157226,0,4442.0,18.0,0.0
2022-08-15,6286362,157252,0,3588.0,26.0,0.0
2022-08-16,6292231,157277,0,5869.0,25.0,0.0
2022-08-17,6297484,157296,0,5253.0,19.0,0.0
2022-08-18,6301523,157317,0,4039.0,21.0,0.0
2022-08-19,6306686,157343,0,5163.0,26.0,0.0
2022-08-20,6311608,157365,0,4922.0,22.0,0.0
2022-08-21,6315557,157377,0,3949.0,12.0,0.0
2022-08-22,6318857,157396,0,3300.0,19.0,0.0
2022-08-23,6323715,157420,0,4858.0,24.0,0.0
2022-08-24,6329143,157438,0,5428.0,18.0,0.0
2022-08-25,6334357,157457,0,5214.0,19.0,0.0
2022-08-26,6338906,157478,0,4549.0,21.0,0.0
2022-08-27,6343076,157493,0,4170.0,15.0,0.0
2022-08-28,6346304,157500,0,3228.0,7.0,0.0
2022-08-29,6349175,157521,0,2871.0,21.0,0.0
2022-08-30,6354245,157541,0,5070.0,20.0,0.0
2022-08-31,6358808,157566,0,4563.0,25.0,0.0
2022-09-01,6362902,157591,0,4094.0,25.0,0.0
2022-09-02,6366518,157608,0,3616.0,17.0,0.0
2022-09-03,6369778,157631,0,3260.0,23.0,0.0
2022-09-04,6372542,157647,0,2764.0,16.0,0.0
2022-09-05,6374882,157668,0,2340.0,21.0,0.0
2022-09-06,6378489,157696,0,3607.0,28.0,0.0
2022-09-07,6382002,157717,0,3513.0,21.0,0.0
2022-09-08,6385140,157729,0,3138.0,12.0,0.0
2022-09-09,6387944,157741,0,2804.0,12.0,0.0
2022-09-10,6390553,157757,0,2609.0,16.0,0.0
2022-09-11,6392492,157770,0,1939.0,13.0,0.0
2022-09-12,6394340,157787,0,1848.0,17.0,0.0
2022-09-13,6397236,157807,0,2896.0,20.0,0.0
2022-09-14,6400035,157828,0,2799.0,21.0,0.0
2022-09-15,6402686,157849,0,2651.0,21.0,0.0
2022-09-16,6405044,157876,0,2358.0,27.0,0.0
2022-09-17,6407123,157884,0,2079.0,8.0,0.0
2022-09-18,6408806,157892,0,1683.0,8.0,0.0
2022-09-19,6410426,157915,0,1620.0,23.0,0.0
2022-09-20,6412944,157930,0,2518.0,15.0,0.0
2022-09-21,6415328,157948,0,2384.0,18.0,0.0
2022-09-22,6417490,157966,0,2162.0,18.0,0.0
2022-09-23,6419394,157986,0,1904.0,20.0,0.0
2022-09-24,6421118,157998,0,1724.0,12.0,0.0
2022-09-25,6422529,158014,0,1411.0,16.0,0.0
2022-09-26,6423873,158036,0,1344.0,22.0,0.0
2022-09-27,6425849,158057,0,1976.0,21.0,0.0
2022-09-28,6427764,158076,0,1915.0,19.0,0.0
2022-09-29,6429767,158093,0,2003.0,17.0,0.0
2022-09-30,6431624,158112,0,1857.0,19.0,0.0
2022-10-01,6433263,158122,0,1639.0,10.0,0.0
2022-10-02,6434585,158132,0,1322.0,10.0,0.0
2022-10-03,6435719,158143,0,1134.0,11.0,0.0
2022-10-04,6437750,158156,0,2031.0,13.0,0.0
2022-10-05,6439292,158165,0,1542.0,9.0,0.0
2022-10-06,6441123,158177,0,1831.0,12.0,0.0
2022-10-07,6442624,158192,0,1501.0,15.0,0.0
2022-10-08,6443949,158198,0,1325.0,6.0,0.0
2022-10-09,6444948,158205,0,999.0,7.0,0.0
2022-10-10,6446143,158219,0,1195.0,14.0,0.0
2022-10-11,6448220,158235,0,2077.0,16.0,0.0
2022-10-12,6450248,158249,0,2028.0,14.0,0.0
2022-10-13,6452078,158263,0,1830.0,14.0,0.0
2022-10-14,6453864,158281,0,1786.0,18.0,0.0
2022-10-15,6455542,158301,0,1678.0,20.0,0.0
2022-10-16,6456868,158313,0,1326.0,12.0,0.0
2022-10-17,6458101,158327,0,1233.0,14.0,0.0
2022-10-18,6460265,158345,0,2164.0,18.0,0.0
2022-10-19,6462655,158361,0,2390.0,16.0,0.0
2022-10-20,6464962,158380,0,2307.0,19.0,0.0
2022-10-21,6467189,158398,0,2227.0,18.0,0.0
2022-10-22,6469276,158416,0,2087.0,18.0,0.0
2022-10-23,6470961,158429,0,1685.0,13.0,0.0
2022-10-24,6472664,158454,0,1703.0,25.0,0.0
2022-10-25,6475672,158475,0,3008.0,21.0,0.0
2022-10-26,6478720,158499,0,3048.0,24.0,0.0
2022-10-27,6481749,158522,0,3029.0,23.0,0.0
2022-10-28,6484764,158544,0,3015.0,22.0,0.0
2022-10-29,6487905,158571,0,3141.0,27.0,0.0
2022-10-30,6490622,158597,0,2717.0,26.0,0.0
2022-10-31,6493079,158631,0,2457.0,34.0,0.0
2022-11-01,6497786,158663,0,4707.0,32.0,0.0
2022-11-02,6502659,158695,0,4873.0,32.0,0.0
2022-11-03,6507610,158737,0,4951.0,42.0,0.0
2022-11-04,6512913,158768,0,5303.0,31.0,0.0
2022-11-05,6517630,158807,0,4717.0,39.0,0.0
2022-11-06,6521292,158829,0,3662.0,22.0,0.0
2022-11-07,6525120,158871,0,3828.0,42.0,0.0
2022-11-08,6531721,158909,0,6601.0,38.0,0.0
2022-11-09,6537907,158952,0,6186.0,43.0,0.0
2022-11-10,6544201,158989,0,6294.0,37.0,0.0
2022-11-11,6550448,159035,0,6247.0,46.0,0.0
2022-11-12,6556627,159068,0,6179.0,33.0,0.0
2022-11-13,6561504,159104,0,4877.0,36.0,0.0
2022-11-14,6565912,159158,0,4408.0,54.0,0.0
2022-11-15,6573805,159199,0,7893.0,41.0,0.0
2022-11-16,6582291,159253,0,8486.0,54.0,0.0
2022-11-17,6590113,159291,0,7822.0,38.0,0.0
2022-11-18,6596812,159323,0,6699.0,32.0,0.0
2022-11-19,6603195,159348,0,6383.0,25.0,0.0
2022-11-20,6608367,159379,0,5172.0,31.0,0.0
2022-11-21,6612673,159422,0,4306.0,43.0,0.0
2022-11-22,6620317,159473,0,7644.0,51.0,0.0
2022-11-23,6627538,159524,0,7221.0,51.0,0.0
2022-11-24,6634648,159565,0,7110.0,41.0,0.0
2022-11-25,6640624,159600,0,5976.0,35.0,0.0
2022-11-26,6646093,159641,0,5469.0,41.0,0.0
2022-11-27,6650244,159676,0,4151.0,35.0,0.0
2022-11-28,6653469,159735,0,3225.0,59.0,0.0
2022-11-29,6659235,159789,0,5766.0,54.0,0.0
2022-11-30,6664844,159830,0,5609.0,41.0,0.0
2022-12-01,6669821,159884,0,4977.0,54.0,0.0
2022-12-02,6674000,159921,0,4179.0,37.0,0.0
2022-12-03,6677655,159953,0,3655.0,32.0,0.0
2022-12-04,6680203,159978,0,2548.0,25.0,0.0
2022-12-05,6682437,160026,0,2234.0,48.0,0.0
2022-12-06,6686181,160071,0,3744.0,45.0,0.0
2022-12-07,6689532,160112,0,3351.0,41.0,0.0
2022-12-08,6692509,160139,0,2977.0,27.0,0.0
2022-12-09,6695010,160175,0,2501.0,36.0,0.0
2022-12-10,6697201,160198,0,2191.0,23.0,0.0
2022-12-11,6698790,160224,0,1589.0,26.0,0.0
2022-12-12,6700015,160255,0,1225.0,31.0,0.0
2022-12-13,6702132,160287,0,2117.0,32.0,0.0
2022-12-14,6704268,160311,0,2136.0,24.0,0.0
2022-12-15,6706053,160335,0,1785.0,24.0,0.0
2022-12-16,6707504,160362,0,1451.0,27.0,0.0
2022-12-17,6708737,160384,0,1233.0,22.0,0.0
2022-12-18,6709597,160398,0,860.0,14.0,0.0
2022-12-19,6710406,160424,0,809.0,26.0,0.0
2022-12-20,6711703,160451,0,1297.0,27.0,0.0
2022-12-21,6712826,160466,0,1123.0,15.0,0.0
2022-12-22,6713879,160488,0,1053.0,22.0,0.0
2022-12-23,6714802,160507,0,923.0,19.0,0.0
2022-12-24,6715586,160524,0,784.0,17.0,0.0
2022-12-25,6716124,160537,0,538.0,13.0,0.0
2022-12-26,6716592,160551,0,468.0,14.0,0.0
2022-12-27,6717395,160560,0,803.0,9.0,0.0
2022-12-28,6718090,160574,0,695.0,14.0,0.0
2022-12-29,6718775,160583,0,685.0,9.0,0.0
2022-12-30,6719327,160593,0,552.0,10.0,0.0
2022-12-31,6719815,160612,0,488.0,19.0,0.0
2023-01-01,6720181,160619,0,366.0,7.0,0.0
2023-01-02,6720443,160635,0,262.0,16.0,0.0
2023-01-03,6721095,160648,0,652.0,13.0,0.0
2023-01-04,6721692,160657,0,597.0,9.0,0.0
2023-01-05,6722227,160665,0,535.0,8.0,0.0
2023-01-06,6722746,160673,0,519.0,8.0,0.0
2023-01-07,6723201,160679,0,455.0,6.0,0.0
2023-01-08,6723546,160683,0,345.0,4.0,0.0
2023-01-09,6723812,160694,0,266.0,11.0,0.0
2023-01-10,6724281,160697,0,469.0,3.0,0.0
2023-01-11,6724683,160705,0,402.0,8.0,0.0
2023-01-12,6725095,160711,0,412.0,6.0,0.0
2023-01-13,6725458,160719,0,363.0,8.0,0.0
2023-01-14,6725847,160724,0,389.0,5.0,0.0
2023-01-15,6726086,160727,0,239.0,3.0,0.0
2023-01-16,6726311,160739,0,225.0,12.0,0.0
2023-01-17,6726668,160746,0,357.0,7.0,0.0
2023-01-18,6727007,160756,0,339.0,10.0,0.0
2023-01-19,6727317,160764,0,310.0,8.0,0.0
2023-01-20,6727609,160772,0,292.0,8.0,0.0
2023-01-21,6727847,160777,0,238.0,5.0,0.0
2023-01-22,6728065,160781,0,218.0,4.0,0.0
2023-01-23,6728184,160788,0,119.0,7.0,0.0
2023-01-24,6728402,160793,0,218.0,5.0,0.0
2023-01-25,6728676,160795,0,274.0,2.0,0.0
2023-01-26,6728998,160799,0,322.0,4.0,0.0
2023-01-27,6729209,160801,0,211.0,2.0,0.0
2023-01-28,6729408,160802,0,199.0,1.0,0.0
2023-01-29,6729573,160803,0,165.0,1.0,0.0
2023-01-30,6729756,160810,0,183.0,7.0,0.0
2023-01-31,6730016,160814,0,260.0,4.0,0.0
2023-02-01,6730289,160817,0,273.0,3.0,0.0
2023-02-02,6730537,160822,0,248.0,5.0,0.0
2023-02-03,6730778,160826,0,241.0,4.0,0.0
2023-02-04,6730964,160831,0,186.0,5.0,0.0
2023-02-05,6731135,160832,0,171.0,1.0,0.0
2023-02-06,6731304,160838,0,169.0,6.0,0.0
2023-02-07,6731696,160847,0,392.0,9.0,0.0
2023-02-08,6731959,160852,0,263.0,5.0,0.0
2023-02-09,6732179,160855,0,220.0,3.0,0.0
2023-02-10,6732418,160858,0,239.0,3.0,0.0
2023-02-11,6732618,160860,0,200.0,2.0,0.0
2023-02-12,6732799,160864,0,181.0,4.0,0.0
2023-02-13,6732968,160870,0,169.0,6.0,0.0
2023-02-14,6733215,160873,0,247.0,3.0,0.0
2023-02-15,6733478,160878,0,263.0,5.0,0.0
2023-02-16,6733697,160880,0,219.0,2.0,0.0
2023-02-17,6733912,160884,0,215.0,4.0,0.0
2023-02-18,6734102,160884,0,190.0,0.0,0.0
2023-02-19,6734215,160886,0,113.0,2.0,0.0
2023-02-20,6734334,160888,0,119.0,2.0,0.0
2023-02-21,6734606,160892,0,272.0,4.0,0.0
2023-02-22,6734818,160894,0,212.0,2.0,0.0
2023-02-23,6735033,160897,0,215.0,3.0,0.0
2023-02-24,6735269,160902,0,236.0,5.0,0.0
2023-02-25,6735451,160905,0,182.0,3.0,0.0
2023-02-26,6735628,160908,0,177.0,3.0,0.0
2023-02-27,6735780,160911,0,152.0,3.0,0.0
2023-02-28,6736046,160914,0,266.0,3.0,0.0
2023-03-01,6736298,160916,0,252.0,2.0,0.0
2023-03-02,6736576,160920,0,278.0,4.0,0.0
2023-03-03,6736787,160925,0,211.0,5.0,0.0
2023-03-04,6736994,160928,0,207.0,3.0,0.0
2023-03-05,6737159,160930,0,165.0,2.0,0.0
2023-03-06,6737303,160932,0,144.0,2.0,0.0
2023-03-07,6737606,160934,0,303.0,2.0,0.0
2023-03-08,6737918,160937,0,312.0,3.0,0.0
2023-03-09,6738225,160941,0,307.0,4.0,0.0
