date,cases,deaths,recovered
2020-06-29,55092,2805,23800
2020-06-30,56385,2876,24806
2020-07-01,57770,2934,25595
2020-07-02,59394,2987,26667
2020-07-03,60695,3036,27568
2020-07-04,62142,3089,28219
2020-07-05,63749,3171,29105
2020-07-06,64958,3241,29919
2020-07-07,66226,3309,30785
2020-07-08,68079,3359,31585
2020-07-09,70736,3417,32651
2020-07-10,72347,3469,33529
2020-07-11,74018,3535,34719
2020-07-12,75699,3606,35638
2020-07-13,76981,3656,36689
2020-07-14,78572,3710,37636
2020-07-15,80094,3797,39050
2020-07-16,81668,3873,40345
2020-07-17,83130,3957,41834
2020-07-18,84882,4016,43268
2020-07-19,86521,4143,45401
2020-07-20,88214,4239,46977
2020-07-21,89869,4320,48466
2020-07-22,91751,4459,50255
2020-07-23,93657,4576,52164
2020-07-24,95418,4665,53945
2020-07-25,97286,4714,55354
2020-07-26,98778,4781,56655
2020-07-27,100303,4838,58173
2020-07-28,102051,4901,60539
2020-07-29,104432,4975,62138
2020-07-30,106336,5058,64292
2020-07-31,108376,5131,65907
2020-08-01,109936,5193,67919
2020-08-02,111455,5236,68975
2020-08-03,113134,5302,70237
2020-08-04,115056,5388,72050
2020-08-05,116871,5452,73889
2020-08-06,118753,5521,75645
2020-08-07,121226,5593,77557
2020-08-08,123503,5658,79306
2020-08-09,125396,5723,80952
2020-08-10,127083,5765,82236
2020-08-11,128776,5824,83710
2020-08-12,130718,5903,85798
2020-08-13,132816,5968,87558
2020-08-14,135123,6021,89618
2020-08-15,137468,6071,91321
2020-08-16,139549,6150,93103
2020-08-17,141370,6207,94458
2020-08-18,143043,6277,96306
2020-08-19,144945,6346,98657
2020-08-20,147211,6418,100674
2020-08-21,149408,6500,102991
2020-08-22,151498,6594,105198
2020-08-23,153535,6680,107500
2020-08-24,155412,6759,111060
2020-08-25,157859,6858,112867
2020-08-26,160165,6944,115409
2020-08-27,162884,7064,118575
2020-08-28,165887,7169,120900
2020-08-29,169195,7261,122802
2020-08-30,172053,7343,124185
2020-08-31,174796,7417,125959
2020-09-01,177571,7505,128057
2020-09-02,180646,7616,129971
2020-09-03,184268,7750,132055
2020-09-04,187537,7832,134181
2020-09-05,190665,7940,136401
2020-09-06,194109,8025,138575
2020-09-07,196989,8130,140652
2020-09-08,200035,8230,142958
2020-09-09,203342,8336,145200
2020-09-10,207203,8456,147510
2020-09-11,210940,8544,150217
2020-09-12,214746,8650,152458
2020-09-13,218382,8723,155010
2020-09-14,221523,8841,158405
2020-09-15,225030,8965,161065
2020-09-16,228993,9100,164101
2020-09-17,232628,9222,166686
2020-09-18,236519,9336,170774
2020-09-19,240687,9448,174350
2020-09-20,244676,9553,177327
2020-09-21,248852,9677,180797
2020-09-22,252923,9837,184298
2020-09-23,257388,9977,187958
2020-09-24,262022,10105,191853
2020-09-25,266845,10218,196196
2020-09-26,271339,10308,199403
2020-09-27,275213,10386,203014
2020-09-28,278722,10473,206870
2020-09-29,282724,10601,210437
2020-09-30,287008,10740,214947
2020-10-01,291182,10856,218487
2020-10-02,295499,10972,221340
2020-10-03,299506,11055,225052
2020-10-04,303498,11151,228453
2020-10-05,307120,11253,232593
2020-10-06,311176,11374,236437
2020-10-07,315714,11472,240291
2020-10-08,320564,11580,244060
2020-10-09,324658,11677,247667
2020-10-10,328952,11765,251481
2020-10-11,333449,11844,255027
2020-10-12,336716,11935,258519
2020-10-13,340622,12027,263296
2020-10-14,344749,12156,267851
2020-10-15,349160,12268,273661
2020-10-16,353461,12347,277544
2020-10-17,357762,12431,281592
2020-10-18,361867,12511,285324
2020-10-19,365240,12617,289243
2020-10-20,368842,12734,293653
2020-10-21,373109,12857,297509
2020-10-22,377541,12959,301006
2020-10-23,381910,13077,305100
2020-10-24,385980,13205,309219
2020-10-25,389712,13299,313764
2020-10-26,392934,13411,317672
2020-10-27,396454,13512,322248
2020-10-28,400483,13612,325793
2020-10-29,404048,13701,329778
2020-10-30,406945,13782,334295
2020-10-31,410088,13869,337801
2020-11-01,412784,13943,341942
2020-11-02,415402,14044,345566
2020-11-03,418375,14146,349497
2020-11-04,421731,14259,353282
2020-11-05,425796,14348,357142
2020-11-06,429574,14442,360705
2020-11-07,433836,14540,364417
2020-11-08,437716,14614,368298
2020-11-09,440569,14689,372266
2020-11-10,444348,14761,375741
2020-11-11,448118,14836,378982
2020-11-12,452291,14933,382084
2020-11-13,457735,15037,385094
2020-11-14,463007,15148,388094
2020-11-15,467113,15211,391991
2020-11-16,470648,15296,395443
2020-11-17,474455,15393,398636
2020-11-18,478720,15503,402347
2020-11-19,483518,15600,406612
2020-11-20,488310,15678,410552
2020-11-21,493308,15774,413955
2020-11-22,497668,15884,418188
2020-11-23,502110,16002,422386
2020-11-24,506302,16111,425313
2020-11-25,511836,16225,429807
2020-11-26,516753,16352,433649
2020-11-27,522581,16521,437456
2020-11-28,527999,16646,441983
2020-11-29,534266,16815,445793
2020-11-30,538883,16945,450518
2020-12-01,543975,17081,454879
2020-12-02,549508,17199,458880
2020-12-03,557877,17355,462553
2020-12-04,563680,17479,466178
2020-12-05,569707,17589,470449
2020-12-06,575796,17740,474771
2020-12-07,581550,17867,479202
2020-12-08,586842,18000,483497
2020-12-09,592900,18171,487445
2020-12-10,598933,18336,491975
2020-12-11,605243,18511,496886
2020-12-12,611631,18653,501376
2020-12-13,617820,18819,505836
2020-12-14,623309,18956,510957
2020-12-15,629429,19111,516656
2020-12-16,636154,19248,521984
2020-12-17,643508,19390,526979
2020-12-18,650197,19514,531995
2020-12-19,657948,19659,536260
2020-12-20,664930,19880,541811
2020-12-21,671778,20085,546884
2020-12-22,678125,20257,552722
2020-12-23,685639,20408,558703
2020-12-24,692838,20589,563980
2020-12-25,700097,20847,570304
2020-12-26,706837,20994,576693
2020-12-27,713365,21237,583676
2020-12-28,719219,21452,589978
2020-12-29,727122,21703,596783
2020-12-30,735124,21944,603741
2020-12-31,743198,22138,611097
2021-01-01,751270,22329,617936
2021-01-02,758473,22555,625518
2021-01-03,765350,22734,631937
2021-01-04,772103,22911,639103
2021-01-05,779548,23109,645746
2021-01-06,788402,23296,652513
2021-01-07,797723,23520,659437
2021-01-08,808340,23753,666883
2021-01-09,818386,23947,673511
2021-01-10,828026,24129,681024
2021-01-11,836718,24343,688739
2021-01-12,846765,24645,695807
2021-01-13,858043,24951,703464
2021-01-14,869600,25246,711205
2021-01-15,882418,25484,718696
2021-01-16,896642,25767,727358
2021-01-17,907929,25987,736460
2021-01-18,917015,26282,745935
2021-01-19,927380,26590,753948
2021-01-20,939948,26857,763703
2021-01-21,951651,27203,772790
2021-01-22,965283,27453,781147
2021-01-23,977474,27664,791059
2021-01-24,989262,27835,798810
2021-01-25,999256,28132,809488
2021-01-26,1012350,28468,820356
2021-01-27,1024298,28855,831330
2021-01-28,1037993,29331,842122
2021-01-29,1051795,29518,852260
2021-01-30,1066313,29728,862502
2021-01-31,1078314,29998,873221
2021-02-01,1089308,30277,883682
2021-02-02,1099687,30581,896530
2021-02-03,1111671,30770,905665
2021-02-04,1123105,31001,917306
2021-02-05,1134854,31202,926980
2021-02-06,1147010,31393,939184
2021-02-07,1157837,31556,949990
2021-02-08,1166079,31763,963028
2021-02-09,1174779,31976,973452
2021-02-10,1183555,32167,982972
2021-02-11,1191990,32381,993117
2021-02-12,1201859,32656,1004117
2021-02-13,1210703,32936,1016036
2021-02-14,1217468,33183,1025273
2021-02-15,1223930,33367,1032065
2021-02-16,1233959,33596,1039674
2021-02-17,1243646,33788,1047676
2021-02-18,1252685,33969,1058222
2021-02-19,1263299,34152,1069005
2021-02-20,1271353,34316,1078840
2021-02-21,1278653,34489,1087076
2021-02-22,1288833,34691,1096994
2021-02-23,1298608,35014,1104990
2021-02-24,1306141,35254,1112725
2021-02-25,1314634,35518,1121411
2021-02-26,1322866,35786,1128672
2021-02-27,1329074,35981,1136054
2021-02-28,1334634,36166,1142703
2021-03-01,1341314,36325,1151915
2021-03-02,1347026,36518,1160863
2021-03-03,1353834,36721,1169916
2021-03-04,1361098,36897,1176356
2021-03-05,1368069,37026,1182687
2021-03-06,1373836,37154,1189510
2021-03-07,1379662,37266,1194656
2021-03-08,1386556,37547,1203381
2021-03-09,1392945,37757,1210877
2021-03-10,1398578,37932,1216433
2021-03-11,1403722,38049,1224603
2021-03-12,1410134,38229,1231454
2021-03-13,1414741,38329,1237470
2021-03-14,1419455,38426,1243117
2021-03-15,1425044,38573,1249947
2021-03-16,1430458,38753,1257663
2021-03-17,1437283,38915,1266673
2021-03-18,1443853,39142,1272958
2021-03-19,1450132,39339,1278965
2021-03-20,1455788,39447,1284725
2021-03-21,1460184,39550,1290790
2021-03-22,1465928,39711,1297967
2021-03-23,1471225,39865,1304921
2021-03-24,1476452,39983,1312543
2021-03-25,1482559,40081,1317199
2021-03-26,1487541,40166,1322878
